Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1651, -0.1651,  7.9841
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1325, -0.1479,  8.0574
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1381, -0.1351,  8.0438
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1257, -0.1252,  7.9610
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1257, -0.1184,  8.0549
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1240, -0.1143,  8.0164
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1172, -0.1123,  8.2110
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1232, -0.1120,  8.2904
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1188, -0.1115,  8.1564
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1141, -0.1109,  8.1242
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1130, -0.1102,  8.1000
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1072, -0.1085,  8.1366
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1065, -0.1062,  8.1613
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1088, -0.1034,  8.2311
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1025, -0.1012,  8.3745
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0984, -0.0991,  8.4386
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1039, -0.0968,  8.3392
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1022, -0.0954,  8.2877
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0959, -0.0947,  8.2527
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0930, -0.0941,  8.2451
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0967, -0.0935,  8.3301
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0943, -0.0931,  8.5006
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.1001, -0.0927,  8.4762
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0955, -0.0918,  8.4215
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0950, -0.0911,  8.2907
2019-02-04,JH190204_c2,2,JH190204_c2/JH190204_c2_drug_1.ibw,OMP,E TC,,, -0.0896, -0.0907,  8.3275
