Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0286, -0.0287, 10.9982
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0153, -0.0165, 11.1190
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0110, -0.0064, 10.9349
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0190, -0.0057, 11.3683
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0133, -0.0088, 11.2064
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0233, -0.0123, 11.4165
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0196, -0.0146, 11.1340
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0161, -0.0170, 11.1512
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0526, -0.0186, 11.1125
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0283, -0.0203, 11.1130
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0272, -0.0206, 11.0196
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0258, -0.0188, 11.0800
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0234, -0.0151, 11.0619
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0293, -0.0109, 10.9069
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0228, -0.0079, 10.7124
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0078, -0.0051, 10.9756
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0149, -0.0045, 11.2314
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0108, -0.0044, 10.9537
2019-02-13,JH190213_c2,2,JH190213_c2/JH190213_c2_drug_1.ibw,Gg8,E TC,,, -0.0103, -0.0049, 10.8958
