Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0252, -0.0252,  5.8310
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0206, -0.0196,  5.9249
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0192, -0.0161,  5.9968
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0212, -0.0167,  5.8374
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0221, -0.0170,  5.8088
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0201, -0.0174,  5.7636
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0202, -0.0172,  5.7428
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0241, -0.0175,  5.7658
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0220, -0.0184,  5.8446
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0266, -0.0192,  5.8685
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0216, -0.0197,  5.7768
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0207, -0.0202,  5.7077
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0261, -0.0204,  5.7095
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0263, -0.0204,  5.7354
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0271, -0.0201,  5.8061
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0240, -0.0194,  5.8129
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0229, -0.0192,  5.7596
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0235, -0.0190,  5.7305
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0243, -0.0185,  5.6460
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0290, -0.0182,  5.7094
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0235, -0.0185,  5.7932
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0230, -0.0184,  5.7728
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0221, -0.0181,  5.7599
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0248, -0.0175,  5.6754
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0248, -0.0174,  5.6596
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0243, -0.0177,  5.6720
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0245, -0.0179,  5.6963
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0246, -0.0178,  5.7530
2019-01-28,JH190128_c1,1,JH190128_c1/JH190128_c1_drug_1.ibw,Gg8,E TC,,, -0.0256, -0.0172,  5.7839
