Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.2577, -0.2577,  4.7219
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.2074, -0.2241,  4.7356
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.2015, -0.1980,  4.7772
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1850, -0.1799,  4.7855
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1957, -0.1724,  4.7568
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1995, -0.1687,  4.7654
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1943, -0.1692,  4.7133
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1887, -0.1724,  4.7760
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1914, -0.1752,  4.7799
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1837, -0.1764,  4.7512
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1869, -0.1763,  4.7609
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1843, -0.1758,  4.7881
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1840, -0.1784,  4.7626
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1993, -0.1819,  4.7718
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.2043, -0.1867,  4.6849
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1995, -0.1924,  4.7149
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.1982, -0.1989,  4.7092
2019-02-04,JH190204_c1,1,JH190204_c1/JH190204_c1_drug_1.ibw,OMP,E TC,,, -0.2313, -0.2041,  4.6727
