Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0115, -0.0115, 13.8353
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0116, -0.0077, 14.5009
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0091, -0.0083, 14.3205
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0121, -0.0093, 13.7108
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0110, -0.0077, 13.6391
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0175, -0.0054, 13.5476
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0092, -0.0052, 14.3408
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0086, -0.0057, 14.7743
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0116, -0.0087, 15.0998
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0217, -0.0096, 14.6501
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0122, -0.0072, 14.2796
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0215, -0.0054, 14.0823
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0099, -0.0057, 13.9679
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0130, -0.0060, 14.5083
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0099, -0.0060, 15.2891
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0105, -0.0057, 15.0813
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0162, -0.0058, 14.8247
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0095, -0.0074, 14.5091
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0195, -0.0064, 14.5365
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0112, -0.0054, 14.8973
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0080, -0.0044, 15.4811
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0095, -0.0038, 15.4931
2019-02-13,JH190213_c1,1,JH190213_c1/JH190213_c1_drug_1.ibw,Gg8,E TC,,, -0.0147, -0.0051, 14.8754
