Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0645, -0.0646, 12.8353
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0644, -0.0567, 13.0240
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0554, -0.0501, 12.9841
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0643, -0.0481, 13.0372
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0528, -0.0507, 13.4206
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0512, -0.0501, 13.5055
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0497, -0.0472, 13.6096
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0446, -0.0442, 13.7504
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0456, -0.0421, 13.9157
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0442, -0.0415, 14.2486
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0459, -0.0417, 14.5330
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0536, -0.0421, 14.5746
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0460, -0.0420, 14.8112
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0437, -0.0414, 14.8412
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0486, -0.0405, 15.4628
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0391, -0.0404, 15.6854
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0460, -0.0434, 16.2913
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0516, -0.0452, 16.4430
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0466, -0.0457, 16.6500
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0570, -0.0466, 16.7659
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0459, -0.0465, 16.8156
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0527, -0.0450, 16.9366
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0480, -0.0425, 17.3573
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0417, -0.0401, 17.5020
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0409, -0.0378, 17.8428
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0433, -0.0363, 17.8356
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0388, -0.0355, 18.6376
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0383, -0.0357, 18.5044
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0466, -0.0376, 18.7227
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0450, -0.0396, 18.9394
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0538, -0.0413, 19.3069
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0426, -0.0419, 19.6831
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0537, -0.0413, 19.8496
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0439, -0.0411, 20.1725
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0414, -0.0404, 20.0065
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0435, -0.0393, 20.2598
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0454, -0.0388, 20.8024
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0416, -0.0381, 20.7458
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0394, -0.0374, 21.3681
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0447, -0.0392, 21.0915
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0428, -0.0399, 21.5465
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0476, -0.0395, 21.7002
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0493, -0.0380, 22.1951
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0404, -0.0358, 22.2525
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0419, -0.0345, 22.0854
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0405, -0.0335, 21.8532
2018-12-05,JH181205_c3,3,JH181205_c3/JH181205_c3_drug1b_1.ibw,OMP,MC,,, -0.0440, -0.0315, 22.2198
