Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0198, -0.0198, 34.7253
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0137, -0.0146, 34.9589
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0100, -0.0107, 36.1680
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0113, -0.0092, 35.0646
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0113, -0.0080, 36.1958
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0115, -0.0076, 35.6078
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0095, -0.0074, 36.1909
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0102, -0.0068, 36.6770
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0106, -0.0058, 36.8970
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0078, -0.0053, 36.8138
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0094, -0.0050, 34.4486
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0083, -0.0048, 34.7237
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0085, -0.0047, 35.3014
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0091, -0.0043, 32.4530
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0185, -0.0042, 32.8448
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0067, -0.0038, 32.5177
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0105, -0.0037, 33.0797
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0079, -0.0035, 33.3904
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0057, -0.0037, 33.5416
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0073, -0.0039, 31.8345
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0070, -0.0041, 30.1591
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0067, -0.0040, 28.7614
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0091, -0.0042, 28.1027
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0078, -0.0041, 26.5076
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0096, -0.0043, 28.1086
2018-12-21,JH181221_c1,1,JH181221_c1/JH181221_c1_drug_1.ibw,Gg8,MC,,, -0.0077, -0.0043, 27.2146
