Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.1504, -0.1504, 32.0231
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0952, -0.1058, 31.6393
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0966, -0.0850, 31.4849
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0936, -0.0822, 31.2708
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0898, -0.0799, 31.5283
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0877, -0.0769, 33.1030
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0719, -0.0736, 33.6361
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0878, -0.0709, 32.6517
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0725, -0.0688, 32.8124
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0752, -0.0672, 35.4751
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0734, -0.0652, 34.1224
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0785, -0.0628, 35.0324
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0713, -0.0603, 33.7995
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0666, -0.0599, 33.9992
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0706, -0.0603, 32.9069
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0690, -0.0603, 33.5923
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0666, -0.0602, 33.7297
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0650, -0.0620, 32.9585
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0705, -0.0630, 33.4546
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0678, -0.0630, 33.0565
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0766, -0.0628, 33.2323
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0651, -0.0630, 32.9978
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0757, -0.0649, 33.1689
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0773, -0.0665, 34.5856
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0668, -0.0679, 34.9803
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0695, -0.0689, 35.2578
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0810, -0.0691, 35.1757
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0750, -0.0685, 36.5230
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0683, -0.0669, 36.2762
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0742, -0.0652, 36.6351
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0644, -0.0634, 38.5989
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0642, -0.0618, 38.5654
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0669, -0.0607, 38.0971
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0649, -0.0606, 39.0092
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0629, -0.0610, 39.7239
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0612, -0.0620, 40.5638
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0772, -0.0628, 40.1869
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0609, -0.0630, 40.6690
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0764, -0.0625, 41.3245
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0646, -0.0616, 41.7079
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0586, -0.0609, 42.0367
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0531, -0.0603, 42.8082
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0573, -0.0594, 42.6598
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0737, -0.0585, 41.9661
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0646, -0.0575, 43.8765
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0662, -0.0575, 43.8741
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0500, -0.0586, 45.3232
2018-12-06,JH181206_c2,2,JH181206_c2/JH181206_c2_drug1_1.ibw,OMP,MC,,, -0.0619, -0.0610, 45.4287
