Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0167, -0.0167,  7.0629
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0159, -0.0116,  7.2106
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0186, -0.0089,  7.6003
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0195, -0.0084,  7.8387
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0194, -0.0075,  7.6206
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0177, -0.0074,  7.5225
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0199, -0.0068,  7.7168
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0177, -0.0065,  7.6946
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0180, -0.0057,  7.9870
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0155, -0.0051,  8.2985
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0160, -0.0045,  8.2395
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0157, -0.0050,  7.9639
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0138, -0.0059,  7.9487
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0185, -0.0068,  8.0586
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0168, -0.0078,  8.4368
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0165, -0.0079,  8.5501
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0177, -0.0089,  8.7905
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0171, -0.0099,  8.4105
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0169, -0.0107,  8.2969
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0170, -0.0110,  8.3975
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0156, -0.0108,  8.8057
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0188, -0.0100,  8.9300
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0158, -0.0090,  8.7669
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0173, -0.0076,  8.6009
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0157, -0.0071,  8.7688
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0145, -0.0078,  8.9915
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0184, -0.0090,  9.3705
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0374, -0.0091,  9.3139
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0172, -0.0081,  8.9051
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0147, -0.0060,  8.9658
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0172, -0.0056,  9.1555
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0183, -0.0066,  8.9824
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0183, -0.0072,  9.1556
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0165, -0.0077,  9.3461
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0217, -0.0079,  9.0255
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0162, -0.0079,  9.1097
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0223, -0.0080,  9.0087
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0196, -0.0073,  9.1719
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0170, -0.0074,  9.2315
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0162, -0.0076,  9.3815
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0178, -0.0075,  9.1610
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0146, -0.0072,  9.1592
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0169, -0.0062,  9.1603
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0185, -0.0060,  9.1040
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0147, -0.0060,  9.3193
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0160, -0.0055,  9.6258
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0134, -0.0046,  9.3625
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0161, -0.0059,  9.1805
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0203, -0.0089,  9.0783
2019-02-14,JH190214_c2,2,JH190214_c2/JH190214_c2_drug_1.ibw,Gg8,MC,,, -0.0140, -0.0140,  9.6051
