Date,Cell ID,Cell Number,Cell Path,Genotype,Cell Type,Exclude Sweep Start,Exclude Sweep Stop,Raw Peaks (nA),Filtered Peaks (nA),Rs (MOhms)
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0110, -0.0110, 10.7530
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0102, -0.0074, 10.9864
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0113, -0.0054, 10.8737
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0106, -0.0053, 10.4114
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0088, -0.0055, 10.4820
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0092, -0.0058, 10.2890
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0108, -0.0061, 10.3127
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0084, -0.0064, 10.6142
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0109, -0.0066, 10.8569
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0114, -0.0067, 10.9985
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0098, -0.0064, 10.6413
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0095, -0.0062, 10.4585
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0121, -0.0078, 10.4895
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0338, -0.0084, 10.5435
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0101, -0.0078, 10.8212
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0114, -0.0062, 11.0016
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0089, -0.0057, 11.0555
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0081, -0.0058, 10.8077
2019-02-13,JH190213_c3,3,JH190213_c3/JH190213_c3_drug_1.ibw,Gg8,E TC,,, -0.0122, -0.0061, 10.6590
